Gene	average_expression	Freq	Gene_category	Proportion_zero
ENSDARG00000044261	0.05868658460977045	1338	high zero count	0.11621645096847043
ENSDARG00000044265	0.13280844332721678	1129	high zero count	0.09806305915052549
ENSDARG00000044267	1.6813292573367442	27	other	0.002345175019543125
ENSDARG00000044281	0.7124026370060504	4	other	3.4743333622861116e-4
ENSDARG00000044282	0.32056117407783985	41	other	0.0035611916963432643
ENSDARG00000044298	0.6588024897141729	201	other	0.01745852514548771
ENSDARG00000044299	0.9370354164476777	13	other	0.0011291583427429862
ENSDARG00000044301	1.225986874369462	10	other	8.685833405715278e-4
ENSDARG00000044304	0.6344465396859882	39	other	0.0033874750282289587
ENSDARG00000044326	0.5803389304799916	322	other	0.027968383566403198
ENSDARG00000044327	-0.07971778343465082	538	other	0.0467297837227482
ENSDARG00000044328	1.4295856446291553	104	other	0.00903326674194389
ENSDARG00000044332	1.1254387217159518	23	other	0.001997741683314514
ENSDARG00000044339	0.461253518014589	451	other	0.039173108659775906
ENSDARG00000044345	1.1258864138439753	4	other	3.4743333622861116e-4
ENSDARG00000044356	0.45386013685555515	73	other	0.006340658386172153
ENSDARG00000044357	0.3845960696262667	24	other	0.002084600017371667
ENSDARG00000044362	0.49155480151934355	179	other	0.015547641796230348
ENSDARG00000044365	0.13374625079064872	569	other	0.049422392078519936
ENSDARG00000044373	0.46161706553417253	163	other	0.014157908451315903
ENSDARG00000044375	0.17151382152287936	1122	high zero count	0.09745505081212542
ENSDARG00000044380	0.11040704175665556	105	other	0.009120125076001042
ENSDARG00000044402	1.0556890936488252	120	other	0.010423000086858335
ENSDARG00000044404	0.051331554920229776	1960	high zero count	0.17024233475201947
ENSDARG00000044405	0.2339836795862621	327	other	0.02840267523668896
ENSDARG00000044420	0.47686655929599125	210	other	0.018240250152002084
ENSDARG00000044431	0.6575857645399802	24	other	0.002084600017371667
ENSDARG00000044433	-0.2304643534303792	497	other	0.04316859202640493
ENSDARG00000044437	0.21961060471132088	639	other	0.05550247546252063
ENSDARG00000044441	-0.11248878818282945	666	other	0.05784765048206376
ENSDARG00000044484	0.323054911682802	54	other	0.00469035003908625
ENSDARG00000044485	0.11471053383068201	9	other	7.81725006514375e-4
ENSDARG00000044488	0.6342096051185321	110	other	0.009554416746286806
ENSDARG00000044491	0.25186111922705756	914	other	0.07938851732823765
ENSDARG00000044492	0.31434419442624295	201	other	0.01745852514548771
ENSDARG00000044511	1.1856661035944545	6	other	5.211500043429167e-4
ENSDARG00000044513	0.49742957935997645	478	other	0.04151828367931903
ENSDARG00000044524	0.19512384032321894	1365	high zero count	0.11856162598801355
ENSDARG00000044526	0.09090481162008524	2980	high zero count	0.2588378354903153
ENSDARG00000044532	0.07132325510303328	3675	high zero count	0.31920437766003645
ENSDARG00000044540	1.1950668553117327	85	other	0.007382958394857987
ENSDARG00000044541	0.6743275507556469	799	other	0.06939980891166507
ENSDARG00000044545	1.4342217943404472	57	other	0.004950925041257708
ENSDARG00000044551	0.37330279484825024	1479	high zero count	0.12846347607052896
ENSDARG00000044562	2.774405595715256	4	other	3.4743333622861116e-4
ENSDARG00000044565	1.0332104206302306	8	other	6.948666724572223e-4
ENSDARG00000044567	0.34057119659782153	143	other	0.012420741770172848
ENSDARG00000044569	0.581203023951003	2232	high zero count	0.19386780161556502
ENSDARG00000044573	1.0459469865000277	14	other	0.001216016676800139
ENSDARG00000044575	0.19625666292760027	28	other	0.002432033353600278
ENSDARG00000044584	0.21543399277851918	48	other	0.004169200034743334
ENSDARG00000044588	0.7173340824820015	210	other	0.018240250152002084
ENSDARG00000044596	0.14742114929599343	2001	high zero count	0.17380352644836272
ENSDARG00000044597	0.2657813276388029	75	other	0.006514375054286459
ENSDARG00000044601	2.7675778446736428	2	other	1.7371666811430558e-4
ENSDARG00000044605	0.1833112589287861	2288	high zero count	0.19873186832276557
ENSDARG00000044615	-0.07616037580320956	385	other	0.03344045861200382
ENSDARG00000044619	1.4890894141163686	156	other	0.013549900112915835
ENSDARG00000044622	-0.15163606785397865	1870	high zero count	0.1624250846868757
ENSDARG00000044625	0.6311035765134467	44	other	0.0038217666985147225
ENSDARG00000044626	-0.10521070050978223	1087	high zero count	0.09441500912012507
ENSDARG00000044627	0.0732079760992643	1581	high zero count	0.13732302614435854
ENSDARG00000044628	0.9800543654223561	66	other	0.005732650047772084
ENSDARG00000044655	-0.10333270648419811	1530	high zero count	0.13289325110744377
ENSDARG00000044684	0.8482643441896625	590	other	0.051246417093720145
ENSDARG00000044685	0.19390815263846387	153	other	0.013289325110744377
ENSDARG00000044688	0.1879722869191516	447	other	0.0388256753235473
ENSDARG00000044691	0.659984518817563	429	other	0.037262225310518544
ENSDARG00000044692	0.17524700247036773	515	other	0.044732042039433685
ENSDARG00000044694	0.007651331036528583	1545	high zero count	0.13419612611830106
ENSDARG00000044695	-0.060294352429402155	1158	high zero count	0.10058195083818293
ENSDARG00000044718	0.13001994651984147	95	other	0.008251541735429515
ENSDARG00000044751	1.0599297537669656	305	other	0.026491791887431598
ENSDARG00000044753	1.2116370084462522	262	other	0.02275688352297403
ENSDARG00000044760	1.0574628512986903	17	other	0.0014765916789715972
ENSDARG00000044766	0.16700335058286295	2576	high zero count	0.22374706853122558
ENSDARG00000044769	0.03813482757931444	184	other	0.01598193346651611
ENSDARG00000044774	0.28107080955689884	530	other	0.046034917050290974
ENSDARG00000044781	0.3280718149011562	3790	high zero count	0.3291930860766091
ENSDARG00000044803	0.4025658375904398	245	other	0.021280291844002434
ENSDARG00000044808	0.3377728363817393	658	other	0.05715278380960653
ENSDARG00000044809	0.3817389308499596	617	other	0.05359159211326327
ENSDARG00000044811	1.0465332009413548	53	other	0.004603491705029098
ENSDARG00000044812	0.1952919076102613	238	other	0.02067228350560236
ENSDARG00000044815	0.06536889182337499	1922	high zero count	0.16694171805784766
ENSDARG00000044820	0.8728620295791472	67	other	0.005819508381829237
ENSDARG00000044847	0.0032326864534162063	283	other	0.024580908538174236
ENSDARG00000044852	1.4732957747831805	42	other	0.003648050030400417
ENSDARG00000044874	1.0803671855142178	29	other	0.0025188916876574307
ENSDARG00000044895	0.9696114715191892	1886	high zero count	0.16381481803179015
ENSDARG00000044899	0.6242024152100956	385	other	0.03344045861200382
ENSDARG00000044900	0.6126959239847605	1300	high zero count	0.11291583427429862
ENSDARG00000044902	0.7916887204013769	2	other	1.7371666811430558e-4
ENSDARG00000044914	1.2581780116703642	29	other	0.0025188916876574307
ENSDARG00000044923	0.5620862102098168	384	other	0.03335360027794667
ENSDARG00000044924	0.0600984682127807	1815	high zero count	0.1576478763137323
ENSDARG00000044925	0.1254678469116145	506	other	0.04395031703291931
ENSDARG00000044938	0.47522607052005383	80	other	0.006948666724572223
ENSDARG00000044942	0.7117782573437439	165	other	0.01433162511943021
ENSDARG00000044943	0.5004790985292239	14	other	0.001216016676800139
ENSDARG00000044949	0.5015568635604615	54	other	0.00469035003908625
ENSDARG00000044972	0.732916014252528	89	other	0.007730391731086598
ENSDARG00000044975	0.9153024710718609	1225	high zero count	0.10640145922001217
ENSDARG00000044980	-0.03089226622360941	539	other	0.04681664205680535
ENSDARG00000044982	0.25850593294394547	2474	high zero count	0.21488751845739598
ENSDARG00000045003	0.3064847983313324	1565	high zero count	0.1359332927994441
ENSDARG00000045006	0.6470579923674635	434	other	0.037696516980804305
ENSDARG00000045011	-0.07126172010958007	1958	high zero count	0.17006861808390514
ENSDARG00000045014	0.7296568903844206	451	other	0.039173108659775906
ENSDARG00000045017	0.31967295665936846	200	other	0.017371666811430556
ENSDARG00000045019	0.2294903812926118	47	other	0.004082341700686181
ENSDARG00000045025	0.17416597539920545	195	other	0.01693737514114479
ENSDARG00000045027	-0.02677172101349295	2480	high zero count	0.2154086684617389
ENSDARG00000045036	0.591386926148272	741	other	0.06436202553635022
ENSDARG00000045051	0.6736509549323976	193	other	0.016763658473030487
ENSDARG00000045064	0.7173974851906005	141	other	0.012247025102058542
ENSDARG00000045065	0.05372868734405827	1342	high zero count	0.11656388430469904
ENSDARG00000045066	1.13345524948881	651	other	0.05654477547120646
ENSDARG00000045074	1.1102497213923521	250	other	0.021714583514288194
ENSDARG00000045075	0.5411836056371339	1319	high zero count	0.11456614262138452
ENSDARG00000045091	0.7795572683192826	331	other	0.02875010857291757
ENSDARG00000045092	0.5151955844767657	57	other	0.004950925041257708
ENSDARG00000045095	0.28787695492714516	1054	high zero count	0.09154868409623904
ENSDARG00000045105	0.4712994263706598	43	other	0.00373490836445757
ENSDARG00000045127	0.43714012384812706	15	other	0.0013028750108572918
ENSDARG00000045129	0.37201446786691783	805	other	0.069920958916008
ENSDARG00000045130	0.4259480754210579	1046	other	0.09085381742378182
ENSDARG00000045131	2.352182083144388	986	other	0.08564231738035265
ENSDARG00000045132	2.2411508716099044	1	other	8.685833405715279e-5
ENSDARG00000045140	0.4566212628803022	189	other	0.016416225136801875
ENSDARG00000045141	0.7563046046441714	1939	high zero count	0.16841830973681926
ENSDARG00000045143	0.6113250318752842	2003	high zero count	0.17397724311647703
ENSDARG00000045146	1.7115726606704187	31	other	0.0026926083557717363
ENSDARG00000045147	0.7801035441640956	41	other	0.0035611916963432643
ENSDARG00000045150	0.4182129007544047	200	other	0.017371666811430556
ENSDARG00000045155	0.7762746825965307	74	other	0.006427516720229306
ENSDARG00000045156	-0.009840654801183365	2040	high zero count	0.17719100147659167
ENSDARG00000045159	0.44357622326536195	215	other	0.01867454182228785
ENSDARG00000045160	0.5678023791450136	1005	other	0.08729262572743855
ENSDARG00000045167	0.31554010214134703	94	other	0.008164683401372361
ENSDARG00000045180	0.6329231399922244	2214	high zero count	0.19230435160253626
ENSDARG00000045199	0.09408290773160127	800	other	0.06948666724572222
ENSDARG00000045200	1.0175676290877478	368	other	0.03196386693303222
ENSDARG00000045219	0.07854112362048492	1821	high zero count	0.15816902631807522
ENSDARG00000045228	1.0512185871537756	3688	high zero count	0.3203335360027795
ENSDARG00000045230	1.4259768442404814	1881	high zero count	0.16338052636150438
ENSDARG00000045248	2.4135609208962983	6	other	5.211500043429167e-4
ENSDARG00000045249	0.14817953139969975	1416	high zero count	0.12299140102492834
ENSDARG00000045254	-0.11037166936261696	99	other	0.008598975071658126
ENSDARG00000045257	0.3516341501230949	152	other	0.013202466776687223
ENSDARG00000045262	0.7175422892918984	263	other	0.022843741857031183
ENSDARG00000045273	-0.13795261678568385	1359	high zero count	0.11804047598367064
ENSDARG00000045277	0.055785042949887974	1495	high zero count	0.1298532094154434
ENSDARG00000045294	0.7734603468959214	116	other	0.010075566750629723
ENSDARG00000045296	1.0334690496319094	172	other	0.01493963345783028
ENSDARG00000045297	1.1416867301204134	2514	high zero count	0.2183618518196821
ENSDARG00000045298	0.6209741967213925	11	other	9.554416746286806e-4
ENSDARG00000045299	0.05680105607787071	1224	high zero count	0.10631460088595501
ENSDARG00000045302	0.29525640003479536	379	other	0.0329193086076609
ENSDARG00000045304	0.3117601993548694	230	other	0.01997741683314514
ENSDARG00000045305	0.7029927907689268	16	other	0.0013897333449144446
ENSDARG00000045308	0.44313401649324474	29	other	0.0025188916876574307
ENSDARG00000045316	0.6781295856239358	181	other	0.015721358464344654
ENSDARG00000045331	0.8447637603184762	43	other	0.00373490836445757
ENSDARG00000045342	0.12146466200609705	170	other	0.014765916789715974
ENSDARG00000045351	0.4121846883816904	233	other	0.020237991835316597
ENSDARG00000045352	1.4640527619721277	203	other	0.017632241813602016
ENSDARG00000045355	0.7197221276771587	966	other	0.08390515069920959
ENSDARG00000045359	1.7611825912116665	4	other	3.4743333622861116e-4
ENSDARG00000045360	0.01663908992427519	280	other	0.02432033353600278
ENSDARG00000045364	0.5539326465180282	146	other	0.012681316772344306
ENSDARG00000045367	1.6652944806799268	246	other	0.021367150178059586
ENSDARG00000045372	0.5366611892493688	29	other	0.0025188916876574307
ENSDARG00000045373	1.7014396156152165	6	other	5.211500043429167e-4
ENSDARG00000045383	0.4663316480322336	1944	high zero count	0.168852601407105
ENSDARG00000045398	0.25636802460419844	111	other	0.009641275080343958
ENSDARG00000045399	2.4271635387031347	6	other	5.211500043429167e-4
ENSDARG00000045401	0.06358670344147074	3	other	2.6057500217145836e-4
ENSDARG00000045402	0.3829782374803197	535	other	0.04646920872057674
ENSDARG00000045408	0.48475253852526606	3248	high zero count	0.28211586901763225
ENSDARG00000045411	0.09245519939712889	2135	high zero count	0.1854425432120212
ENSDARG00000045414	0.2105031568878656	352	other	0.03057413358811778
ENSDARG00000045415	-0.041998354498629334	669	other	0.058108225484235214
ENSDARG00000045416	0.35078977425035573	1330	high zero count	0.1155215842960132
ENSDARG00000045417	0.705300204430248	102	other	0.008859550073829584
ENSDARG00000045420	0.5286972683178301	2020	high zero count	0.17545383479544863
ENSDARG00000045421	0.5805886893601612	533	other	0.04629549205246243
ENSDARG00000045423	0.07238784047955325	1199	high zero count	0.10414314253452618
ENSDARG00000045428	0.04176620897313958	710	other	0.06166941718057848
ENSDARG00000045437	0.7588757815963741	1123	high zero count	0.09754190914618258
ENSDARG00000045444	0.3247171662833953	525	other	0.045600625380005214
ENSDARG00000045453	-0.010815613329262523	3191	high zero count	0.27716494397637453
ENSDARG00000045463	0.36320453858238444	36	other	0.0031269000260575
ENSDARG00000045465	0.8322287985961554	124	other	0.010770433423086945
ENSDARG00000045482	0.41250453096284057	217	other	0.018848258490402153
ENSDARG00000045484	-0.0240529461620795	413	other	0.0358724919656041
ENSDARG00000045485	0.378978365098553	313	other	0.027186658559888822
ENSDARG00000045486	-0.044045610845739575	198	other	0.01719795014331625
ENSDARG00000045487	3.336763164348691	2	other	1.7371666811430558e-4
ENSDARG00000045490	1.376696914618912	39	other	0.0033874750282289587
ENSDARG00000045506	0.339622587943216	59	other	0.005124641709372014
ENSDARG00000045510	0.12257634092689916	744	other	0.06462260053852167
ENSDARG00000045513	0.9121526658004204	19	other	0.0016503083470859028
ENSDARG00000045514	2.7338982931191955	11	other	9.554416746286806e-4
ENSDARG00000045515	0.6412965582016261	415	other	0.03604620863371841
ENSDARG00000045516	0.6184378784003238	361	other	0.031355858594632156
ENSDARG00000045517	-0.2557265319386024	1360	high zero count	0.11812733431772779
ENSDARG00000045518	0.3073653895482472	881	other	0.0765221923043516
ENSDARG00000045522	0.4080860852986059	2220	high zero count	0.19282550160687917
ENSDARG00000045525	0.44340795219768425	118	other	0.010249283418744029
ENSDARG00000045527	0.7432185689397557	180	other	0.015634500130287502
ENSDARG00000045528	-0.061083627687958955	121	other	0.010509858420915487
ENSDARG00000045540	0.21180491489450715	20	other	0.0017371666811430556
ENSDARG00000045542	0.8432491240167865	579	other	0.050290975419091465
ENSDARG00000045543	1.0486707461513975	1479	high zero count	0.12846347607052896
ENSDARG00000045549	0.04558147237907823	2187	high zero count	0.18995917658299313
ENSDARG00000045562	-0.06342538730007723	221	other	0.019195691826630765
ENSDARG00000045563	0.4331823868298617	1128	high zero count	0.09797620081646834
ENSDARG00000045565	0.5402083447240257	131	other	0.011378441761487015
ENSDARG00000045567	0.39905751552123064	621	other	0.053939025449491876
ENSDARG00000045568	0.2020200718833532	1887	high zero count	0.1639016763658473
ENSDARG00000045574	0.1993384554160318	1998	high zero count	0.17354295144619125
ENSDARG00000045580	0.4949362259507564	484	other	0.04203943368366195
ENSDARG00000045586	0.20145332114353132	574	other	0.0498566837488057
ENSDARG00000045598	0.7156461588947521	3178	high zero count	0.27603578563363157
ENSDARG00000045601	0.03174824770337772	1877	high zero count	0.16303309302527577
ENSDARG00000045606	0.8812740856905501	160	other	0.013897333449144445
ENSDARG00000045608	0.38777001472856626	1699	high zero count	0.14757230956310258
ENSDARG00000045611	0.2221783090679577	1559	high zero count	0.1354121427951012
ENSDARG00000045618	2.053256333491044	15	other	0.0013028750108572918
ENSDARG00000045620	1.106003126550243	318	other	0.027620950230174586
ENSDARG00000045626	0.012573762417681846	3194	high zero count	0.277425518978546
ENSDARG00000045628	0.7755526555520078	1502	high zero count	0.13046121775384348
ENSDARG00000045633	0.38964207576406656	527	other	0.04577434204811952
ENSDARG00000045636	0.4778351750635739	327	other	0.02840267523668896
ENSDARG00000045639	0.6937445520391702	132	other	0.011465300095544168
ENSDARG00000045641	0.3697645605180419	1152	high zero count	0.10006080083384
ENSDARG00000045658	0.3791155990263918	647	other	0.05619734213497785
ENSDARG00000045660	0.47899944194852084	171	other	0.014852775123773126
ENSDARG00000045661	0.32694041629111925	1411	high zero count	0.12255710935464258
ENSDARG00000045675	-0.08761500705181982	2135	high zero count	0.1854425432120212
ENSDARG00000045676	1.1294131103583263	90	other	0.007817250065143751
ENSDARG00000045677	0.7355063104419802	1920	high zero count	0.16676800138973336
ENSDARG00000045680	0.737484583488899	34	other	0.0029531833579431945
ENSDARG00000045681	0.07703681642216897	2938	high zero count	0.2551897854599149
ENSDARG00000045685	0.18118385784612823	882	other	0.07660905063840875
ENSDARG00000045691	0.5904849651073125	52	other	0.004516633370971945
ENSDARG00000045692	0.6230499237987848	105	other	0.009120125076001042
ENSDARG00000045694	0.6416869406788487	213	other	0.018500825154173544
ENSDARG00000045695	0.3567674139744306	254	other	0.022062016850516807
ENSDARG00000045696	0.9911761451146837	371	other	0.032224441935203685
ENSDARG00000045704	0.04555089232797163	930	other	0.08077825067315209
ENSDARG00000045705	0.7212988386549347	1290	high zero count	0.1120472509337271
ENSDARG00000045706	0.4603820859774678	2447	high zero count	0.21254234343785286
ENSDARG00000045733	0.9508383308640443	39	other	0.0033874750282289587
ENSDARG00000045748	-0.1405954628994384	1002	other	0.0870320507252671
ENSDARG00000045749	-0.0695542598346646	354	other	0.030747850256232084
ENSDARG00000045753	-0.2605616218583588	1389	high zero count	0.12064622600538522
ENSDARG00000045755	0.11494116063750379	250	other	0.021714583514288194
ENSDARG00000045760	0.16083304154008835	1067	high zero count	0.09267784243898201
ENSDARG00000045768	0.4797246023207334	1188	high zero count	0.10318770085989751
ENSDARG00000045773	0.8041371443962568	1298	high zero count	0.11274211760618431
ENSDARG00000045776	1.3062204892164888	1	other	8.685833405715279e-5
ENSDARG00000045785	0.16117528765393152	1600	high zero count	0.13897333449144444
ENSDARG00000045788	0.14033299765946705	342	other	0.02970555024754625
ENSDARG00000045789	-0.1730041328538465	2006	high zero count	0.1742378181186485
ENSDARG00000045797	1.0882555321860221	750	other	0.06514375054286459
ENSDARG00000045801	0.578634747957325	327	other	0.02840267523668896
ENSDARG00000045802	0.08192915811366795	804	other	0.06983410058195084
ENSDARG00000045803	1.2806299040803328	119	other	0.01033614175280118
ENSDARG00000045814	0.48834621261853406	267	other	0.023191175193259795
ENSDARG00000045815	-0.1603456766991834	176	other	0.01528706679405889
ENSDARG00000045822	0.5459074876988493	725	other	0.06297229219143577
ENSDARG00000045824	0.9132753768617472	102	other	0.008859550073829584
ENSDARG00000045836	1.2811463557867733	1067	high zero count	0.09267784243898201
ENSDARG00000045842	0.07278330789506375	203	other	0.017632241813602016
ENSDARG00000045843	1.5417494240302985	12	other	0.0010423000086858334
ENSDARG00000045846	0.3369899245332709	467	other	0.04056284200469035
ENSDARG00000045847	1.6347580234633008	49	other	0.004256058368800487
ENSDARG00000045850	0.5265254264912324	795	other	0.06905237557543646
ENSDARG00000045853	0.09326598974466643	457	other	0.039694258664118826
ENSDARG00000045857	0.2946118571277746	34	other	0.0029531833579431945
ENSDARG00000045858	0.08863630741628686	3546	high zero count	0.3079996525666638
ENSDARG00000045870	0.6006963230437136	78	other	0.006774950056457917
ENSDARG00000045874	1.259153831910593	106	other	0.009206983410058196
ENSDARG00000045877	1.226557571211906	33	other	0.002866325023886042
ENSDARG00000045885	0.9442023561086398	15	other	0.0013028750108572918
ENSDARG00000045886	1.1315895407964438	113	other	0.009814991748458264
ENSDARG00000045887	0.9028438436157581	860	other	0.0746981672891514
ENSDARG00000045888	0.9197710863746165	15	other	0.0013028750108572918
ENSDARG00000045893	0.5970013638911312	380	other	0.03300616694171806
ENSDARG00000045898	0.7898509469759232	424	other	0.036827933640232784
ENSDARG00000045900	0.06119072608759579	678	other	0.05888995049074959
ENSDARG00000045909	0.6869441517802966	325	other	0.028228958568574655
ENSDARG00000045910	0.9304649004125072	113	other	0.009814991748458264
ENSDARG00000045913	0.6662135061543006	310	other	0.026926083557717362
ENSDARG00000045914	1.3444131348238701	21	other	0.0018240250152002084
ENSDARG00000045926	0.21864323811903932	2757	high zero count	0.23946842699557022
ENSDARG00000045927	-0.01865920929185738	3034	high zero count	0.26352818552940155
ENSDARG00000045928	1.8783988797436506	17	other	0.0014765916789715972
ENSDARG00000045929	1.0453657947454624	108	other	0.0093807000781725
ENSDARG00000045930	0.27571840841436246	160	other	0.013897333449144445
ENSDARG00000045935	-0.07353167699576724	300	other	0.026057500217145837
ENSDARG00000045936	0.2221340244969519	170	other	0.014765916789715974
ENSDARG00000045945	1.0075654404119632	2079	high zero count	0.18057847650482065
ENSDARG00000045946	-0.026636820962662334	876	other	0.07608790063406584
ENSDARG00000045947	0.2395475722217452	354	other	0.030747850256232084
ENSDARG00000045951	0.6751723612704992	643	other	0.05584990879874924
ENSDARG00000045958	0.3575431809223089	158	other	0.013723616781030139
ENSDARG00000045959	0.017621713832629907	1006	other	0.0873794840614957
ENSDARG00000045968	0.24092881994022122	409	other	0.03552505862937549
ENSDARG00000045976	0.5887608960551508	2075	high zero count	0.18023104316859204
ENSDARG00000045978	1.3856638622867956	362	other	0.03144271692868931
ENSDARG00000045989	0.30671753910935273	187	other	0.01624250846868757
ENSDARG00000046002	0.6765307238922802	19	other	0.0016503083470859028
ENSDARG00000046006	0.16240152498185412	285	other	0.024754625206288544
ENSDARG00000046010	0.4980296768543814	27	other	0.002345175019543125
ENSDARG00000046012	1.282876265179752	254	other	0.022062016850516807
ENSDARG00000046013	0.11154802225412118	1717	high zero count	0.14913575957613132
ENSDARG00000046019	-0.028228537434205326	135	other	0.011725875097715626
ENSDARG00000046022	1.8103877384539044	11	other	9.554416746286806e-4
ENSDARG00000046030	1.3428492136292118	34	other	0.0029531833579431945
ENSDARG00000046053	0.037478968261171204	3753	high zero count	0.3259793277164944
ENSDARG00000046054	0.585800462527414	97	other	0.00842525840354382
ENSDARG00000046071	1.056444684932666	1038	other	0.09015895075132459
ENSDARG00000046074	0.30463584587731757	48	other	0.004169200034743334
ENSDARG00000046081	0.609075324533367	979	other	0.08503430904195257
ENSDARG00000046087	0.1656456034902297	165	other	0.01433162511943021
ENSDARG00000046090	-0.22456472083259285	468	other	0.040649700338747506
ENSDARG00000046091	0.2872735007082899	2011	high zero count	0.17467210978893424
ENSDARG00000046092	0.33673013947696856	331	other	0.02875010857291757
ENSDARG00000046098	0.6188684251365942	856	other	0.07435073395292278
ENSDARG00000046106	1.824513946598846	64	other	0.005558933379657779
ENSDARG00000046107	0.49176451642875435	28	other	0.002432033353600278
ENSDARG00000046124	-0.32083471575952055	413	other	0.0358724919656041
ENSDARG00000046127	0.17955914195510667	204	other	0.017719100147659168
ENSDARG00000046132	1.232220962093442	191	other	0.016589941804916183
ENSDARG00000046133	0.40138403274311624	326	other	0.028315816902631807
ENSDARG00000046141	0.16834053753022685	111	other	0.009641275080343958
ENSDARG00000046143	1.1424348244850733	279	other	0.024233475201945628
ENSDARG00000046148	0.2661550115234458	542	other	0.04707721705897681
ENSDARG00000046150	-0.09148851673496618	529	other	0.04594805871623382
ENSDARG00000046157	2.0545362247090555	9	other	7.81725006514375e-4
ENSDARG00000051746	0.17342179335165223	1057	high zero count	0.09180925909841049
ENSDARG00000051748	0.02694962217223774	118	other	0.010249283418744029
ENSDARG00000051749	0.46880183328749836	1852	high zero count	0.16086163467384695
ENSDARG00000051754	-0.003076901871320544	102	other	0.008859550073829584
ENSDARG00000051756	0.45754868606745136	130	other	0.011291583427429861
ENSDARG00000051761	0.3439178973992891	967	other	0.08399200903326674
ENSDARG00000051762	-0.02612614648027168	667	other	0.05793450881612091
ENSDARG00000051763	0.42927601029168955	167	other	0.014505341787544515
ENSDARG00000051768	0.23021915943332108	52	other	0.004516633370971945
ENSDARG00000051785	-0.12384053661463004	447	other	0.0388256753235473
ENSDARG00000051793	0.25122073311126947	267	other	0.023191175193259795
ENSDARG00000051798	0.5822237812691177	3	other	2.6057500217145836e-4
ENSDARG00000051800	0.8786164442478495	14	other	0.001216016676800139
ENSDARG00000051809	0.056613526704203075	1332	high zero count	0.11569530096412751
ENSDARG00000051814	1.0161905954468244	1640	high zero count	0.14244766785373056
ENSDARG00000051816	0.4452423724444773	211	other	0.018327108486059236
ENSDARG00000051823	0.30471279321545275	796	other	0.06913923390949361
ENSDARG00000051836	0.13582462802337644	243	other	0.021106575175888126
ENSDARG00000051851	0.16817128920350535	1273	high zero count	0.1105706592547555
ENSDARG00000051852	0.16871317269943803	357	other	0.031008425258403544
ENSDARG00000051853	0.006552530100071774	1914	high zero count	0.16624685138539042
ENSDARG00000051854	0.5114383764536419	2182	high zero count	0.1895248849127074
ENSDARG00000051857	0.4674537141579567	910	other	0.07904108399200903
ENSDARG00000051861	1.0018214710896414	168	other	0.014592200121601668
ENSDARG00000051874	0.4329045967059986	141	other	0.012247025102058542
ENSDARG00000051875	1.28887022369532	1615	high zero count	0.14027620950230174
ENSDARG00000051886	0.4886520047298493	23	other	0.001997741683314514
ENSDARG00000051888	0.9779114795697812	127	other	0.011031008425258403
ENSDARG00000051889	0.37767741186968606	1607	high zero count	0.13958134282984452
ENSDARG00000051890	1.4657195084445571	285	other	0.024754625206288544
ENSDARG00000051896	-0.18637835142175213	1821	high zero count	0.15816902631807522
ENSDARG00000051899	-0.18559262884179514	1772	high zero count	0.15391296794927473
ENSDARG00000051902	0.40566752117012583	290	other	0.02518891687657431
ENSDARG00000051916	0.19224317953797745	118	other	0.010249283418744029
ENSDARG00000051920	1.2423193560232069	50	other	0.004342916702857639
ENSDARG00000051921	0.31249809958401426	302	other	0.02623121688526014
ENSDARG00000051923	0.8811796721126036	301	other	0.02614435855120299
ENSDARG00000051925	0.48748400538051306	1100	high zero count	0.09554416746286806
ENSDARG00000051926	0.13070858613338374	294	other	0.025536350212802917
ENSDARG00000051931	0.636273287049803	42	other	0.003648050030400417
ENSDARG00000051934	0.16942916728916943	2392	high zero count	0.20776513506470945
ENSDARG00000051936	0.5977666322078623	136	other	0.011812733431772778
ENSDARG00000051939	0.1305248472593284	253	other	0.021975158516459654
ENSDARG00000051940	0.07374891210173742	1118	high zero count	0.09710761747589682
ENSDARG00000051953	0.004611714247752001	51	other	0.004429775036914792
ENSDARG00000051955	0.29989956397018896	308	other	0.026752366889603058
ENSDARG00000051956	1.1503838478008848	110	other	0.009554416746286806
ENSDARG00000051957	0.6453043682500518	200	other	0.017371666811430556
ENSDARG00000051962	-0.20014241512923978	781	other	0.06783635889863632
ENSDARG00000051970	0.8174805509076706	135	other	0.011725875097715626
ENSDARG00000051975	1.2515426071348692	44	other	0.0038217666985147225
ENSDARG00000051981	0.08695722273870105	2030	high zero count	0.17632241813602015
ENSDARG00000051986	1.5417048131080489	73	other	0.006340658386172153
ENSDARG00000052000	0.36565856192335433	522	other	0.04534005037783375
ENSDARG00000052010	0.5133471332947565	676	other	0.05871623382263528
ENSDARG00000052011	0.37427740228983486	3566	high zero count	0.3097368192478068
ENSDARG00000052020	0.3773158929390868	2025	high zero count	0.17588812646573437
ENSDARG00000052025	0.6191472638486043	513	other	0.04455832537131938
ENSDARG00000052030	0.5434889870979568	122	other	0.010596716754972639
ENSDARG00000052037	-0.04923671494228372	630	other	0.05472075045600625
ENSDARG00000052039	0.15098871306559597	2439	high zero count	0.21184747676539564
ENSDARG00000052045	0.02141204895631516	354	other	0.030747850256232084
ENSDARG00000052059	0.39073724385452213	252	other	0.021888300182402502
ENSDARG00000052061	0.7690972362976113	90	other	0.007817250065143751
